College,Major,code,rest
공과대학,건축사회환경공학부,ACEE224,토질역학 최항석 3( 3) 월(1) 과도관 409호 수(1) 과도관 409호 ● ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE226,환경공학I(영강) 김지형 3( 3) 월(2) 창의관 106호 수(2) 창의관 106호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE226,환경공학I(영강) 이재상 3( 3) 월(2) 미래융합 113호 수(2) 미래융합 113호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE228,구조역학I(영강) 주영규 3( 4) 화(6) 창의관 203호 목(6) 창의관 203호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE243,재료역학실험 한상윤 1( 2) 목(7-8) 공학관 250호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE249,재료역학 한상윤 3( 3) 금(7-9) 창의관 B114호 ● ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE282,건축설계I 박창희 3( 4) 금(4-6) 창의관 127호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE282,건축설계I 배효정 3( 4) 수(6-9) 공학관 368호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE290,신재생에너지기초(영강) 노준홍 3( 3) 화(1) 과도관 408호 목(1) 과도관 408호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE310,수자원전산해석 이호민 3( 4) 월(2) 신공학관B109-전산실습실 월(2) 창의관 127호 수(2-3) 신공학관B109-전산실습실 수(2-3) 창의관 127호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE314,기초공학 이우진 3( 3) 월(3-4) 공학관 250호 수(3-4) 공학관 250호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE314,기초공학(영강) 이종섭 3( 3) 월(3-4) 과도관 611호 수(3-4) 과도관 611호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE323,구조역학II(영강) 공정식 3( 4) 화(5) 공학관 166호 목(4-5) 공학관 166호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE325,수치해석 이정화 3( 4) 목(7-10) 신공학관B109-전산실습실 목(7-10) 창의관 127호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE326,SOC시공 이우진 3( 3) 월(6) 공학관 164호 수(6) 공학관 164호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE330,기본구조동역학 이학은 3( 3) 월(1) 공학관 366호 수(1) 공학관 366호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE332,철근콘크리트구조설계Ⅱ 윤영수 3( 4) 화(2) 창의관 106호 목(2-3) 창의관 106호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE334,응용에너지공학(영강) 김동완 3( 3) 월(5) 과도관 409호 수(5) 과도관 409호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE336,물환경플랜트공학(영강) 홍승관 3( 3) 화(6) 공학관 368호 목(6) 공학관 368호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE340,해안및항만공학(영강) 손상영 3( 3) 화(5) 과도관 310호 목(5) 과도관 310호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE351,첨단건설재료및실험 김백중 3( 4) 수(6-9) 공학관 366호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE358,교통공학(영강) 강승모 3( 3) 화(6) 과도관 409호 목(6) 과도관 409호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE364,건축설비시스템공학(영강) 허연숙 3( 3) 화(7) 과도관 409호 목(7-8) 과도관 409호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE372,강구조설계Ⅱ 이기세 3( 4) 금(5-7) 창의관 110호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE372,강구조설계Ⅱ 김지상 3( 4) 화(7-10) 공학관 466호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE374,건설관리론 임현수 3( 3) 금(2-4) 창의관 106호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE376,방재및피난공학 강경인 2( 3) 월(6-8) 로봇융합관 301호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE382,건축설계III 전문태 3( 4) 금(6-9) 과도관 306호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE392,암반역학(영강) 이종섭 3( 3) 월(2) 과도관 611호 수(2) 과도관 611호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE394,환경시스템설계및관리(영강) 박희등 3( 3) 월(5) 과도관 615호 수(5) 과도관 615호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE399,공학현장실습Ⅱ 최항석 3( 0) ● ● ● 신청 불가
공과대학,건축사회환경공학부,ACEE467,건축구조실험및실습 최항 3( 4) 금(1-3) 공학관 250호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE472,"건설종합설계Ⅱ 이종섭,주영규 3( 4) 금(4-6) 공학관 366호 ● ● ● 신청현황"
공과대학,건축사회환경공학부,ACEE472,"건설종합설계Ⅱ 강승모,김동완 3( 4) 금(4-6) 공학관 466호 ● ● ● 신청현황"
공과대학,건축사회환경공학부,ACEE472,건설종합설계Ⅱ 홍승관 3( 4) 금(4-6) 공학관 369호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE476,건축경제 손상혁 3( 3) 화(7-9) 공학관 369호 ● ● ● 신청현황
공과대학,건축사회환경공학부,ACEE478,리모델링및자산관리 이명도 3( 3) 수(7-9) 공학관 466호 ● ● ● 신청현황
공과대학,건축학과,ARCH210,"건축설계Ⅱ(영강) 김자영,박창현 6( 10) 월(5-8) 목(5-8) ● ● ● 신청현황"
공과대학,건축학과,ARCH210,"건축설계Ⅱ(영강) 이은정,서민범 6( 10) 월(5-8) 목(5-8) ● ● ● 신청현황"
공과대학,건축학과,ARCH210,"건축설계Ⅱ(영강) Fabio Dacarro,홍석규 6( 10) 월(5-8) 목(5-8) ● ● ● 신청현황"
공과대학,건축학과,ARCH210,"건축설계Ⅱ(영강) Santiago-Porras Alvarez,양미란 6( 10) 월(5-8) 목(5-8) ● ● ● 신청현황"
공과대학,건축학과,ARCH210,"건축설계Ⅱ(영강) 원정연,맹희재 6( 10) 월(5-8) 목(5-8) ● ● ● 신청현황"
공과대학,건축학과,ARCH212,건축구조역학 음성우 3( 3) 목(1-2) 창의관 127호 ● ● ● 신청현황
공과대학,건축학과,ARCH222,건축재료학(영강) Santiago-Porras Alvarez 3( 3) 금(1-2) 창의관 116호 ● ● ● 신청현황
공과대학,건축학과,ARCH224,건축시설계획 강경연 3( 3) 수(1-2) 생명과학관(서관) 231호 ● ● ● 신청현황
공과대학,건축학과,ARCH228,건축프로그래밍 이경훈 3( 3) 화(1-2) 창의관 203호 ● ● ● 신청현황
공과대학,건축학과,ARCH230,기초설계Ⅱ 김자영 3( 5) 월(1-4) 과도관 513호 ● ● ● 신청현황
공과대학,건축학과,ARCH230,기초설계Ⅱ(영강) 박은주 3( 5) 월(5-8) 과도관 513호 ● ● ● 신청현황
공과대학,건축학과,ARCH230,기초설계Ⅱ 최지연 3( 5) 수(1-4) 과도관 513호 ● ● ● 신청현황
공과대학,건축학과,ARCH230,기초설계Ⅱ 심재명 3( 5) 금(1-4) 과도관 513호 ● ● ● 신청현황
공과대학,건축학과,ARCH326,근대건축사 김현섭 3( 3) 월(1-2) 공학관 466호 ● ● ● 신청현황
공과대학,건축학과,ARCH328,건축법및제도 황용연 3( 3) 수(5-6) 아산이학관 330호 ● ● ● 신청현황
공과대학,건축학과,ARCH334,"건축설계Ⅳ(캡스톤디자인)(영강) 이은정,이해원 6( 10) 화(5-8) 금(4-7) ● ● ● 신청현황"
공과대학,건축학과,ARCH334,"건축설계Ⅳ(캡스톤디자인)(영강) 원정연,고광석 6( 10) 화(5-8) 금(4-7) ● ● ● 신청현황"
공과대학,건축학과,ARCH334,"건축설계Ⅳ(캡스톤디자인)(영강) Fabio Dacarro,권경은 6( 10) 화(5-8) 금(4-7) ● ● ● 신청현황"
공과대학,건축학과,ARCH334,"건축설계Ⅳ(캡스톤디자인)(영강) 김영재,원호성 6( 10) 화(5-8) 금(4-7) ● ● ● 신청현황"
공과대학,건축학과,ARCH334,"건축설계Ⅳ(캡스톤디자인)(영강) 안상현,곽희정 6( 10) 화(5-8) 금(4-7) ● ● ● 신청현황"
공과대학,건축학과,ARCH336,"단지계획 김동현,오주석 3( 3) 목(1-2) 과도관 310호 ● ● ● 신청현황"
공과대학,건축학과,ARCH404,한국건축사 류성룡 3( 3) 수(5-6) 미래융합 111호 ● ● ● 신청현황
공과대학,건축학과,ARCH406,건축의장(영강) 원정연 3( 3) 금(1-2) 미래융합 109호 ● ● ● 신청현황
공과대학,건축학과,ARCH414,건축설비시스템 김강수 3( 3) 월(1-2) 공학관 164호 ● ● ● 신청현황
공과대학,건축학과,ARCH414,건축설비시스템 윤경 3( 3) 화(1-2) 과도관 310호 ● ● ● 신청현황
공과대학,건축학과,ARCH420,인테리어계획론 임경희 3( 3) 월(5-6) 생명과학관(서관) 401호 ● ● ● 신청현황
공과대학,건축학과,ARCH422,"건축설계Ⅵ(캡스톤디자인) 여영호,홍근표 6( 10) 화(5-8) 금(4-7) ● ● ● ● 신청현황"
공과대학,건축학과,ARCH422,"건축설계Ⅵ(캡스톤디자인)(영강) Daniel Oh,Carolina Cugat Garcia 6( 10) 화(5-8) 금(4-7) ● ● ● 신청현황"
공과대학,건축학과,ARCH422,"건축설계Ⅵ(캡스톤디자인)(영강) 박소영,이종걸 6( 10) 화(5-8) 금(4-7) ● ● ● 신청현황"
공과대학,건축학과,ARCH422,"건축설계Ⅵ(캡스톤디자인)(영강) Fabio Dacarro,송률 6( 10) 화(5-8) 금(4-7) ● ● ● 신청현황"
공과대학,건축학과,ARCH438,조경설계(영강) Daniel Oh 3( 3) 화(1-2) 과도관 306호 ● ● ● 신청현황
공과대학,건축학과,ARCH448,해외도시건축설계Ⅱ(영강) 여영호 3( 5) 토(1-3) 공학관 162호 ● ● ● 신청현황
공과대학,건축학과,ARCH450,"건축설계Ⅷ(캡스톤디자인) 여영호,이민화 6( 10) 월(5-8) 목(5-8) ● ● ● ● 신청현황"
공과대학,건축학과,ARCH450,"건축설계Ⅷ(캡스톤디자인)(영강) Santiago-Porras Alvarez,이관직 6( 10) 월(5-8) 목(5-8) ● ● ● 신청현황"
공과대학,건축학과,ARCH450,"건축설계Ⅷ(캡스톤디자인)(영강) 김자영,양웅 6( 10) 월(5-8) 목(5-8) ● ● ● 신청현황"
공과대학,건축학과,ARCH450,"건축설계Ⅷ(캡스톤디자인)(영강) 홍택,이재우 6( 10) 월(5-8) 목(5-8) ● ● ● 신청현황"
공과대학,건축학과,ARCH456,공학현장실습Ⅱ(인턴십) 여영호 3( 0) ● ● ● 신청현황
공과대학,화공생명공학과,CHBE205,생명공학 심상준 3( 3) 월(3-4) 창의관 116호 수(3-4) 창의관 116호 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE210,유체역학 김종엽 3( 3) 월(6) 신공학관B105 수(6) 신공학관B105 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE218,공업수학II(영강) 최정규 3( 3) 화(5) 신공학관B104 목(5) 신공학관B104 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE222,화공생명공학입문 조진한 2( 3) 화(7-8) 신공학관B101 목(7-8) 신공학관B101 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE222,화공생명공학입문(영강) 봉기완 2( 3) 화(7-8) 신공학관B105 목(7-8) 신공학관B105 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE224,화공열역학 강정원 3( 3) 월(2) 신공학관B105 수(2) 신공학관B105 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE224,화공열역학(영강) 이정현 3( 3) 월(2) 신공학관B104 수(2) 신공학관B104 ● ● ● ● 신청현황
공과대학,화공생명공학과,CHBE232,유기화학Ⅱ 오민규 3( 3) 화(6) 신공학관B104 목(6) 신공학관B104 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE301,열및물질전달(영강) 임상혁 3( 4) 화(7-8) 창의관 116호 목(7-8) 창의관 116호 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE310,분리공정(영강) 이기봉 3( 3) 화(6) 신공학관B101 목(6) 신공학관B101 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE312,석유공업화학 김우년 3( 3) 수(4) 창의관 207호 목(7-8) 창의관 207호 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE319,양자및표면화학 하정숙 3( 3) 화(2) 신공학관B105 목(2) 신공학관B105 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE320,공정제어 방준하 3( 3) 화(2) 신공학관B101 목(2) 신공학관B101 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE321,생물공정공학 김승욱 3( 3) 월(5) 신공학관B105 수(5) 신공학관B105 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE321,생물공정공학(영강) 김중배 3( 3) 월(5) 창의관 B113호 수(5) 창의관 B113호 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE326,촉매반응공학(영강) 송광호 3( 3) 월(1) 신공학관B101 수(1) 신공학관B101 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE372,화공생명공학실험Ⅰ 임상혁 2( 4) 월(7-10) ● ● ● 신청현황
공과대학,화공생명공학과,CHBE372,화공생명공학실험Ⅰ 심상준 2( 4) 월(7-10) ● ● ● 신청현황
공과대학,화공생명공학과,CHBE372,화공생명공학실험Ⅰ 안동준 2( 4) 수(7-10) ● ● ● 신청현황
공과대학,화공생명공학과,CHBE372,화공생명공학실험Ⅰ 방준하 2( 4) 수(7-10) ● ● ● 신청현황
공과대학,화공생명공학과,CHBE372,화공생명공학실험Ⅰ 강정원 2( 4) 금(7-10) ● ● ● 신청현황
공과대학,화공생명공학과,CHBE389,공학현장실습Ⅰ 오민규 3( 0) ● ● 신청 불가
공과대학,화공생명공학과,CHBE399,공학현장실습Ⅱ 오민규 3( 0) ● ● 신청 불가
공과대학,화공생명공학과,CHBE402,에너지공학 김지현 3( 3) 월(6) 신공학관B101 수(6) 신공학관B101 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE417,공정및제품설계 강정원 3( 3) 화(5) 창의관 101호 목(5) 창의관 B114호 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE419,고분자물성(영강) Jingyi Rao 3( 3) 월(2) 아산이학관 111호 수(2) 아산이학관 111호 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE420,화공생명공학종합설계Ⅰ 송광호 3( 4) 화(7-10) 창의관 127호 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE422,학부세미나Ⅱ 조진한 1( 2) 수(7-8) 창의관 116호 ● ● ● 신청현황
공과대학,화공생명공학과,CHBE430,화공생명공학종합설계Ⅱ(영강) 이기봉 3( 4) 화(7-10) 공학관 164호 ● ● ● 신청현황
국제학부,국제학부,DISS112,조사방법론(영강) 오정훈 3( 3) 월(2) 국제관423 수(2) 국제관423 ● ● ● 신청현황
국제학부,국제학부,DISS114,국제통상원론(영강) 강문성 3( 3) 월(5) 국제관 322호 수(5) 국제관 322호 ● ● ● 신청현황
국제학부,국제학부,DISS122,국제관계원론(영강) 임시정 3( 3) 화(1) 국제관 322호 목(1) 국제관 322호 ● ● ● 신청현황
국제학부,국제학부,DISS140,세계화의이해(영강) 이웅현 3( 3) 월(1) 국제관 322호 수(1) 국제관 322호 ● ● ● 신청현황
국제학부,국제학부,DISS210,세계화와한국경제(영강) 이태환 3( 3) 금(1-2) 국제관423 ● ● ● 신청현황
국제학부,국제학부,DISS212,국제통상정책의이론과실제(영강) 박성훈 3( 3) 월(2) 국제관 115호 수(2) 국제관 115호 ● ● ● 신청현황
국제학부,국제학부,DISS222,전쟁과평화(영강) 김병기 3( 3) 화(5) 국제관 332호 목(5) 국제관 332호 ● ● ● 신청현황
국제학부,국제학부,DISS232,국제경영윤리(영강) 이홍화 3( 3) 화(6) 국제관 324호 목(6) 국제관 324호 ● ● ● 신청현황
국제학부,국제학부,DISS241,현대한국(영강) 김은기 3( 3) 수(5-6) 정경관 201호 ● ● ● 신청현황
국제학부,국제학부,DISS243,동아시아지역입문(영강) 한정선 3( 3) 월(6) 국제관423 수(6) 국제관423 ● ● ● ● 신청현황
국제학부,국제학부,DISS251,국제법(영강) 정서용 3( 3) 금(1-2) 국제관 322호 ● ● ● 신청현황
국제학부,국제학부,DISS282,한국외교콜로퀴움(영강) 김성한 3( 3) 목(1-2) 국제관 214호 ● ● ● 신청현황
국제학부,국제학부,DISS300,인턴쉽I 강문성 2( 0) ● ● 신청 불가
국제학부,국제학부,DISS301,인턴쉽II 강문성 2( 0) ● ● 신청 불가
국제학부,국제학부,DISS319,국제금융특강(영강) 박영철 3( 3) 월(5) 국제관 324호 수(5) 국제관 324호 ● ● ● 신청현황
국제학부,국제학부,DISS328,국제관계특강II(영강) 이수훈 3( 3) 화(6) 국제관423 목(6) 국제관423 ● ● ● 신청현황
국제학부,국제학부,DISS337,NGO와국제거버넌스(영강) 이진원 3( 3) 화(1) 국제관 436호 목(1) 국제관 436호 ● ● ● 신청현황
국제학부,국제학부,DISS342,한국학특강II(영강) 신지영 3( 3) 금(5-6) 국제관 215호 ● ● ● 신청현황
국제학부,국제학부,DISS357,국제금융:시장및기관(영강) 이동은 3( 3) 화(2) 국제관423 목(2) 국제관423 ● ● ● 신청현황
국제학부,국제학부,DISS362,개발도상국의경제지리학(영강) James William Potter 3( 3) 화(7-9) 정경관 201호 ● ● ● ● 신청현황
국제학부,국제학부,DISS412,국제통상특강ll(영강) 김정호 3( 3) 월(2) 국제관 215호 수(2) 국제관 215호 ● ● ● ● 신청현황
국제학부,국제학부,DISS427,유럽연합의국제관계(영강) 이재승 3( 3) 월(5) 국제관 114호 수(5) 국제관 114호 ● ● ● 신청현황
국제학부,국제학부,DISS472,자원과국제개발(영강) 이승호 3( 3) 화(2) 국제관 215호 목(2) 국제관 215호 ● ● ● 신청현황
국제학부,국제학부,DISS474,국제개발특강II(영강) 강규원 3( 3) 금(1-2) 국제관 216호 ● ● ● 신청현황
국제학부,국제학부,DISS475,국제분쟁해결(영강) 김석준 3( 3) 월(1) 국제관 215호 수(1) 국제관 215호 ● ● ● 신청현황
국제학부,국제학부,DISS476,지속가능발전의주요이슈(영강) 김성부 3( 3) 금(1-2) 국제관 215호 ● ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE217,3D컴퓨터그래픽  타전공생 수강 불허 염성업 3( 4) 목(2-4) 미디어관 901호 ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE217,3D컴퓨터그래픽  타전공생 수강 불허 염성업 3( 4) 목(5-7) 미디어관 901호 ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE220,디자인프로토타입핑 강신혁 3( 4) 수(2-4) 미디어관 1001호 ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE224,제품디자인스튜디오ll(영강) 박승민 3( 4) 목(5-7) 미디어관 902호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE230,인터랙티브컴퓨팅 이태일 3( 4) 화(5-7) 미디어관 901호 ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE256,영상과사진 이종석 3( 4) 수(5-7) 미디어관 901호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE256,영상과사진 백승현 3( 4) 수(5-7) 미디어관 903호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE262,"매체와표현  수강희망등록:주전공 2학년만 가능 (수강신청 정정기간: 주전공3,4학년 및 다중전공,편입생 가능) 김현철 3( 4) 금(4-6) 미디어관 802B호 ● ● 신청 불가"
디자인조형학부,디자인조형학부,ARDE264,판화연구(영강) 황연주 3( 4) 수(2-4) 미디어관 701호 ● ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE266,회화와아이디어 노충현 3( 4) 목(2-4) 미디어관 701호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE268,조형기법 박성태 3( 4) 금(1-3) 미디어관 701호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE275,기초디자인-3D  타전공생 수강 불허 인치호 3( 4) 화(1-3) 미디어관 1001호 ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE275,기초디자인-3D  타전공생 수강 불허 인치호 3( 4) 화(5-7) 미디어관 1001호 ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE278,디자인과조형(영강) 김보섭 3( 3) 월(5-6) 미디어관 903호 ● ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE283,입체기초조형  주전공생 1학년만 수강가능 이종민 3( 4) 월(2-4) 미디어관 802B호 ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE283,"입체기초조형  주전공생 및 다중전공,편입생, 융합전공 수강가능 정소연 3( 4) 화(2-4) 미디어관 701호 ● ● 신청현황"
디자인조형학부,디자인조형학부,ARDE284,디자인워크샵 인치호 3( 4) 수(5-7) 미디어관 1001호 ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE312,제품디자인스튜디오IV 이태일 3( 4) 월(1-3) 미디어관 902호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE312,제품디자인스튜디오IV 이태일 3( 4) 월(5-7) 미디어관 902호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE314,디자인마케팅 이승미 3( 3) 수(5-6) 미디어관 902호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE320,디자인사고 권민성 3( 4) 화(5-7) 미디어관 903호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE323,인터페이스디자인(영강) 유승헌 3( 4) 수(1-3) 미디어관 903호 ● ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE338,"한국화ll-색채기법  주전공 3학년만 수강가능 (수강정정때 4학년 및 다중전공,편입생 수강가능) 정종미,구본아 3( 4) 목(5-7) 미디어관 702호 목(5-7) 미디어관 802B호 ● ● 신청 불가"
디자인조형학부,디자인조형학부,ARDE343,현대회화기법 김수영 3( 4) 수(6-8) 미디어관 701호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE364,입체조형STUDIO(영강) 이예승 3( 4) 월(4-6) 미디어관 701호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE366,환경조형 신년식 3( 4) 수(2-5) 미디어관 702호 ● ● ● ● 신청 불가
디자인조형학부,디자인조형학부,ARDE368,뉴미디어아트 이재형 3( 4) 화(5-7) 미디어관 701호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE416,"졸업연구(종합설계)(영강) 유승헌,박승민 3( 4) 목(1-3) 미디어관 902호 ● ● 신청현황"
디자인조형학부,디자인조형학부,ARDE422,포트폴리오(영강) 권민성 3( 3) 수(2-4) 미디어관 901호 ● ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE423,디자인세미나 김영민 3( 3) 금(2-4) 미디어관 903호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE424,디자인사례연구(영강) 김보섭 3( 3) 화(2-4) 미디어관 902호 ● ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE436,"한국화스튜디오ll 정종미,이종민 3( 4) 월(5-7) 미디어관 801호 ● ● 신청현황"
디자인조형학부,디자인조형학부,ARDE437,"조형론  수강희망등록:주전공3,4학년 및 패션융합4학년으로 제한 송희경 3( 3) 화(1-2) 국제관 114호 ● ● 신청현황"
디자인조형학부,디자인조형학부,ARDE443,NEW FORMS 강석호 3( 4) 수(2-4) 미디어관 801호 ● ● 신청현황
디자인조형학부,디자인조형학부,ARDE459,"개별작품연구 이예승,허산 3( 4) 월(2-3) 미디어관 801호 목(3-4) 미디어관 801호 ● ● 신청현황"
문과대학,EML융합전공,EMLA212,라틴아메리카의기업경영 홍가혜 3( 3) 월(5) 정경관 506호 수(5) 정경관 506호 ● ● ● 신청현황
문과대학,EML융합전공,EMLA213,라틴아메리카지역입문 김희순 3( 3) 화(5) 교육관 204호 목(5) 교육관 204호 ● ● ● 신청현황
문과대학,EML융합전공,EMLA214,기초스페인어 조혜진 3( 3) 월(6) 서관 404호 수(6) 서관 404호 ● ● ● ● 신청현황
문과대학,과학기술학융합전공,STSR202,기술과학과섹슈얼리티 송인주 3( 3) 화(6) 교육관 301호 목(6) 교육관 301호 ● ● ● 신청현황
문과대학,과학기술학융합전공,STSR206,과학기술과문화 김남옥 3( 3) 월(6) 교육관 313호 수(6) 교육관 313호 ● ● ● 신청현황
문과대학,국어국문학과,KORE003,무제강좌 정창권 3( 3) 목(2-4) CJ법학관 315호 ● ● ● 신청현황
문과대학,국어국문학과,KORE212,한국근대문학의형성 권보드래 3( 3) 월(5) 교양관 210호 수(5) 교양관 210호 ●  
문과대학,국어국문학과,KORE213,현대문학사 오형엽 3( 3) 화(5) 교양관 605호 목(5) 교양관 605호 ●  
문과대학,국어국문학과,KORE213,현대문학사  (GKS 융합전공자만 수강) 박헌호 3( 3) 화(3-4) 교양관 201호 목(3-4) 교양관 201호 ● ● 신청현황
문과대학,국어국문학과,KORE216,한국한문학강독 정우봉 3( 3) 월(5) 서관 215호 수(5) 서관 215호 ● ● ● 신청현황
문과대학,국어국문학과,KORE216,한국한문학강독  (GKS 융합전공자만 수강) 박경남 3( 3) 월(5) 서관 307호 수(5) 서관 307호 ● ● ● 신청현황
문과대학,국어국문학과,KORE218,근세시가론 이형대 3( 3) 월(2) 서관 215호 수(2) 서관 215호 ●  
문과대학,국어국문학과,KORE224,전통연희론 홍태한 3( 3) 화(1) 교양관 103호 목(1) 교양관 103호 ● ● ● ● ● 신청현황
문과대학,국어국문학과,KORE229,국어교과논리및논술 안찬원 3( 3) 월(7-8) 법학관신관 204호 수(7-8) 법학관신관 204호 ● ● ● 신청현황
문과대학,국어국문학과,KORE230,한국어학의이해  (국문학과 1학년만 수강) 신지영 3( 3) 화(1) 교양관 102호 목(1) 교양관 102호  
문과대학,국어국문학과,KORE230,한국어학의이해  (국문학과 1학년 제외) 정연주 3( 3) 화(1) 서관 215호 목(1) 서관 215호 ● ● ● ● 신청현황
문과대학,국어국문학과,KORE230,한국어학의이해  (국문학과 1전공 및 이중전공 외국인만 수강) 김정숙 3( 3) 화(1) 서관 132호 목(1) 서관 132호 ●  
문과대학,국어국문학과,KORE230,한국어학의이해(영강) Jeffrey Holliday 3( 3) 화(1) 서관 401호 목(1) 서관 401호 ● ● ● 신청현황
문과대학,국어국문학과,KORE230,한국어학의이해  (GKS 융합전공자만 수강) 김숙정 3( 3) 화(1) 서관 307호 목(1) 서관 307호 ● ● 신청현황
문과대학,국어국문학과,KORE232,한국어연구사 문현수 3( 3) 월(5) 교양관 412호 수(5) 교양관 412호 ● ● ● 신청현황
문과대학,국어국문학과,KORE233,한국어발달사 장경준 3( 3) 월(6) 교양관 412호 수(6) 교양관 412호 ●  
문과대학,국어국문학과,KORE234,한국어문법의이해 이영제 3( 3) 화(5) 교양관 201호 목(5) 교양관 201호 ● ● ● 신청현황
문과대학,국어국문학과,KORE235,한국어표현론 조민하 3( 3) 화(2) 서관 317호 목(2) 서관 317호 ● ● ● 신청현황
문과대학,국어국문학과,KORE237,현대소설강독 최성윤 3( 3) 금(1-2) 서관 215호 ● ● ● 신청현황
문과대학,국어국문학과,KORE238,한국문학과동아시아문학 최귀묵 3( 3) 화(5) 서관 215호 목(5) 서관 215호 ● ● ● 신청현황
문과대학,국어국문학과,KORE406,희곡창작연습 김명화 3( 3) 금(5-6) 서관 225호 ● ● ● 신청현황
문과대학,국어국문학과,KORE408,현대시인론 김종훈 3( 3) 화(2) 서관 215호 목(2) 서관 215호 ●  
문과대학,국어국문학과,KORE410,고전소설강독 장예준 3( 3) 화(6) 서관 316B호 목(6) 서관 316B호 ● ● ● 신청현황
